filename,text_type,avg_coherence,variance,num_sentence_pairs,top_5_highest,top_5_lowest
K11_3,original,0.2924,0.0293,33,"(Der 
entscheidende Unterschied zur klassischen  Pr... | Maschinelles Lernen ist 
unterteilt in drei Bereic...) = 0.681; (Über eine solche Software ist es auch möglich  wei... | Dabei ist die 
Vision ein Haushalt,  bei dem alle ...) = 0.634; (Allgemein 
formuliert besteht eine KI -Methode dar... | Der 
entscheidende Unterschied zur klassischen  Pr...) = 0.548; (Ein Smart Meter, oder intelligenter Stromzähler is... | Ein 
Großteil seiner möglichen Versatilität erhält...) = 0.539; (Die im Energiesektor relevanteste KI -Technik 
bes... | Allgemein 
formuliert besteht eine KI -Methode dar...) = 0.533","(Durch die Ausweitung des Marktes hätten viele Mens... | Aktuell kommen die meisten Verbrauch er mit einem ...) = 0.104; (Dabei wird ein 
einzelner Nutzer einer Solaranlage... | Über den schneller steigende n Strombedarf vormitt...) = 0.106; (Dabei wären die kleinsten 
Organisationseinheiten ... | Diese  würden dann über einen Peer -to-peer 
Energ...) = 0.115; (Diese  würden dann über einen Peer -to-peer 
Energ... | Durch die Ausweitung des Marktes hätten viele Mens...) = 0.117; (Die Form der Kurve gleich hier nicht der aus Kalif... | Es ist klar ersichtlich,  was die Unsicherheit der...) = 0.121"
K01_4_processed,original,0.3748,0.0422,10,"(Dies liegt unter anderem an  der Verfügbarkeit ein... | Hierdurch wird die  Optimierung von Kosten, der Ve...) = 0.694; (Die im Prozess abgedeckten  Teilschritte sind: die... | Die vierte industrielle Revolution unterscheidet s...) = 0.676; (Wobei der gesamte Lebenszyklus eines Produktes  ab... | 4   Der Zyklus erstreckt sich von der Produktidee,...) = 0.569; (Die vierte industrielle Revolution unterscheidet s... | Dies liegt unter anderem an  der Verfügbarkeit ein...) = 0.432; (Unter dem Begriff Industrie 4.0 ist die vierte ind... | Sie ist Folge einer neuen Stufe der  Organisation ...) = 0.417","(Hierdurch wird die  Optimierung von Kosten, der Ve... | 1    Im Vergleich zur dritten industriellen Revolu...) = 0.125; (Sie ist Folge einer neuen Stufe der  Organisation ... | Wobei der gesamte Lebenszyklus eines Produktes  ab...) = 0.137; (1    Im Vergleich zur dritten industriellen Revolu... |  Mit IPv6 gibt es einen weltweit nutzbaren Standa...) = 0.172; ( Mit IPv6 gibt es einen weltweit nutzbaren Standa... |  Die Informatik ist ausgereift und ermöglich die ...) = 0.241; (4   Der Zyklus erstreckt sich von der Produktidee,... | Die im Prozess abgedeckten  Teilschritte sind: die...) = 0.285"
mixed_text_1,mixed,0.1873,0.0228,23,"(Zu den allgemeinen  Informationen in diesem Dokume... | Hierbei 
gibt es grundsätzlich drei Kategorien: di...) = 0.736; (Hierbei 
gibt es grundsätzlich drei Kategorien: di... | Ein weiterer Unterschied  sind die Sprint Backlogs...) = 0.387; (Momentan ist KI in diesem Bereich sehr effektiv.... | Obwohl in der Literatur bereits auf unterschiedlic...) = 0.380; (Um sich der Deﬁniti-
on von KI anzunähern, betrach... | Momentan ist KI in diesem Bereich sehr effektiv....) = 0.338; (Dabei lassen sich unterschiedliche Stränge ausmach... | Diese Veränderungen müssen daher zwingend im Unter...) = 0.272","(Während sich das Blau an den vormals durch eine Ra... | 2800 primären vorderen Kreuzband-Operationen inner...) = 0.092; (Die seit 2021 amtierende Regierung Biden behielt d... | Bots  oder Assistenten findet man häufig bei Firme...) = 0.093; (2800 primären vorderen Kreuzband-Operationen inner... | Im Gegensatz 
zu einem physischen Produkt, lässt s...) = 0.093; (Die neue Systemkonkurrenz deutet darauf hin, dass ... | Dieser speist das NN mit Daten und vergleicht den ...) = 0.093; (Auch Infrastrukturinvestitionen wurden getätigt, m... | Während sich das Blau an den vormals durch eine Ra...) = 0.093"
mixed_text_2,mixed,0.2213,0.0332,24,"(Nicht zu vergessen sind die hohen Kosten, die oft ... | Daraus entwickelt das  Projektteam den Sprint Back...) = 0.622; (Sie wollen,  dass das Projekt 
im Falle einer Soft... | Eines 
dieser  Modelle ist das Vertragsmodell, die...) = 0.562; (Das Schema ordnet die Parameter in A (normal), B (... | Nicht zu vergessen sind die hohen Kosten, die oft ...) = 0.561; (Diese Deﬁnition enthält alle wichtigen Punkte die ... | Dies
kann man z.B. im Bereich der Robotik erkennen...) = 0.557; (Dies beinhaltet auch Beschreibungen von unterschie... | Das Schema ordnet die Parameter in A (normal), B (...) = 0.477","(Zwei Geschwisterkinder, nächtliches Fieber und Hus... | Dabei kommt es zu einem Vergleich der erzielten Te...) = 0.093; (Dabei kommt es zu einem Vergleich der erzielten Te... | Wir drücken ihm und Gummersbach die Daumen, dass e...) = 0.093; (Zwar begann der chinesische Staat mit der Going-Gl... | Dass dieses Auslassen, Umgehen, Umfahren eine eige...) = 0.094; ([37] Damit ist letztlich angedeutet, dass sich auc... | Weder
Schwester (Schnuller ausgetauscht)
noch Elte...) = 0.094; (China stieg so zum zweitgrößten Investor weltweit ... | Eine Umstrukturierung der 
vorhanden IT -Infrastru...) = 0.095"
mixed_text_3,mixed,0.1372,0.0049,24,"(„Google Translate“ ist eine
freie Übersetzungssoft... | Somit ergibt sich ein noch kleiner , aber wachsend...) = 0.425; (Die Hardware von Computern verbessert sich kontinu... | Durch klare Vorgaben und Hierarchien gekennzeichne...) = 0.224; (Diese explizite Ausrichtung auf eine „self relianc... | Die Hardware von Computern verbessert sich kontinu...) = 0.216; (Somit ergibt sich ein noch kleiner , aber wachsend... | An der Fallzahlerfassung beteiligten sich bisher 5...) = 0.194; (Die dritte Phase der chinesischen Internationalisi... | Obgleich eine materialtechnische Einschränkung – n...) = 0.147","(Dem massiven wirtschaftlichen Einbruch begegnete d... | Auch im Bereich der Haftung ist noch
nicht überall...) = 0.093; (Wettkampfdichte, Trainererwartungen, medialer Druc... | Der Druck auf die chinesische Regierung erhöhte si...) = 0.093; (An der Fallzahlerfassung beteiligten sich bisher 5... | Die Messkonzentration betrug 5–7 % (42–44 PIDS), d...) = 0.096; (Entlassung nach 5 Tagen mit hohem
Fieber.... | Die im Energiesektor relevanteste KI -Technik 
bes...) = 0.097; (Die Kundenloyalität dieser Unternehmen wächst um e... | Hierfür arbeitet er neben der kommunistischen Verg...) = 0.097"
mixed_text_4,mixed,0.1692,0.0101,24,"(Industrie 4.0, autonomes Fahren, schnelle Telekomm... | Dabei besteht ein 
ähnliches Problem mit Windkraft...) = 0.467; (Da nun die Deﬁnition von KI und schon ein paar Eig... | Hier entstehen Prioritäten für Elemente und  Funkt...) = 0.395; (Das letzte Dokumentenmodell 
ist das Benutzermodel... | Nicht zu vergessen sind die hohen Kosten, die oft ...) = 0.322; (Da Übersetzungen aber noch zu den Kategorien gehör... | Freizeitsport, Angriffsspieler vs....) = 0.282; (Eine gute neuromuskuläre Funktion muss nicht nur z... | Eine bekannte Anwendung da-
für ist „Google Transl...) = 0.244","(Freizeitsport, Angriffsspieler vs.... | Sie bleiben durch das planwirtschaftliche, parteis...) = 0.093; (Sie bleiben durch das planwirtschaftliche, parteis... | Die Technik der NN kann auf viele Anwendungen der ...) = 0.093; (Zusätzlich versucht die Biden-Administration, sich... | Etwa 10 mg Probe wurden in einen 150-µL-Aluminiumo...) = 0.093; (Das bestehende Chimerica-Modell wurde erschüttert.... | Anschließend morbiliformer
Hautausschlag, fast am ...) = 0.093; (Der Kurs gegenüber China war folglich eine Form de... | Dieser Begriff umschreibt, dass ein Wertstoff in v...) = 0.093"
mixed_text_5,mixed,0.1597,0.0178,24,"(Außerdem setzen agile  Dokumente voraus,  dass sie... | Die Stakeholder sind über die Eigentumsgesamtkoste...) = 0.665; (Studien konnten zwar herausfinden, dass sich die k... | Zur Überprüfung der dynamischen Stabilität werden ...) = 0.423; (Die Implementierung agiler  Dokumentationen muss  ... | Auch die Seitendominanz findet häufig wenig Beacht...) = 0.359; (Auch die Seitendominanz findet häufig wenig Beacht... | Studien konnten zwar herausfinden, dass sich die k...) = 0.206; (Diese  würden dann über einen Peer -to-peer  Energ... | Wenn der Ist Wert nicht dem Soll-Wert entspricht, ...) = 0.169","(Dabei spielten auch private Investoren eine größer... | Bei dem Konzept sollen spezielle Übungen in das re...) = 0.093; (Dennoch ist es auf blauem Papier ausgeführt, ebens... | Dabei spielten auch private Investoren eine größer...) = 0.093; (Die Digitalisierung ist ein fester Bestandteil des... | Die für die Flockung notwendige pH-Anpassung ist a...) = 0.093; (Für einen härteren Umgang mit China erhielt die Re... | Dennoch ist es auf blauem Papier ausgeführt, ebens...) = 0.094; (Diese Hybridität äußert sich in der Institution de... | Aufgrund dieser Fragilität waren Versendungen von ...) = 0.094"
mixed_text_6,mixed,0.1711,0.0210,24,"(Es gibt viele unterschiedliche KI -Plattformen, di... | Diese Deﬁnition enthält alle
wichtigen Punkte die ...) = 0.752; (Damit KI nützlich sein kann, muss diese ein Proble... | Die Diversität an Geschäftsmodellen der Industrie ...) = 0.422; (Normalerweise gibt es eine Eingabe Schicht von Neu... | Eine 
beteiligt ist, die Art der Interaktion mit a...) = 0.285; (Diese Deﬁnition enthält alle
wichtigen Punkte die ... | Es gibt auch Geschäftsmodelle die sich nur auf die...) = 0.266; (Die Diversität an Geschäftsmodellen der Industrie ... | Der vierte Schritt ist das  Prüfen und Abnehmen de...) = 0.226","(Denn zunächst veränderte Giroust-Roslin das Vorbil... | Als Motivation für die potenziellen  Kunden wäre a...) = 0.093; (Der vierte Schritt ist das  Prüfen und Abnehmen de... | So versammelt der nationale Volkskongress in China...) = 0.093; (Dabei ist die  Vision ein Haushalt,  bei dem alle ... | Denn zunächst veränderte Giroust-Roslin das Vorbil...) = 0.093; (Auf der 
technischen Seite ist für eine sinnvolle ... | Dies geschieht auch dadurch, dass sie sich in ihre...) = 0.093; (Die regionale Diversifizierung bedeutete indes nic... | Dieser Begriff umschreibt, dass ein Wertstoff in v...) = 0.093"
mixed_text_7,mixed,0.1431,0.0040,24,"(Sollte es dennoch zu einer Verletzung des VKB komm... | Weiterhin sollte untersucht werden, ob und inwiewe...) = 0.307; (Dieser wendet die Neutral-Null-Methode, den Lachma... | Die Rührgeschwindigkeit wurde bei allen Rührern gl...) = 0.289; (In ähnlicher Weise stehen heute die Tech Five Appl... | Die duale Zirkulationsstrategie verschiebt damit d...) = 0.249; (Ob Kinder grundsätzlich eine geringere Infektionsp... | Diese Art von KI ist in ihrer Form  eingeschränkt ...) = 0.208; (Diese Art von KI ist in ihrer Form  eingeschränkt ... | Zu schweren Verläufen kommt es bei Kindern selten,...) = 0.186","(Zwei Geschwisterkinder, nächtliches Fieber und Hus... | Sie wollen,  dass das Projekt 
im Falle einer Soft...) = 0.093; (Außerdem waren beide Eltern berufstätig und einkau... | Zwei Geschwisterkinder, nächtliches Fieber und Hus...) = 0.093; (Eingesetzt werden Extraktion 5, 6 oder Elektrolyse... | In ähnlicher Weise stehen heute die Tech Five Appl...) = 0.093; (Die Rührgeschwindigkeit wurde bei allen Rührern gl... | Diese Beziehungen zwischen den USA und China wurde...) = 0.094; (Weiterhin sollte untersucht werden, ob und inwiewe... | Mit dem wirtschaftlichen Aufstieg rückte China in ...) = 0.095"
mixed_text_8,mixed,0.2255,0.0333,24,"(Momentan gibt es vier große KI -Verfahren , die ma... | Hierbei scheint es aktuell noch keinen Konsensus z...) = 0.721; (Die meist verbreiteten offenen 
Plattformen sind W... | Was ist künstliche Intelligenz?...) = 0.678; (Man kann erkennen,
wenn KI richtig angewendet wird... | Momentan gibt es vier große KI -Verfahren , die ma...) = 0.491; (Die Generell -KI soll nach Quellen bereits in Fors... | Auch die Medien berichten immer wieder über Verlet...) = 0.398; ( Mit IPv6 gibt es einen weltweit nutzbaren Standa... | Da je nach
Struktur und Größe einer Firma viele Pr...) = 0.339","(Fünf Tage vor Erkrankungsbeginn von fremdem Kind a... | Vergleicht man die durchschnittliche Anzahl an Ver...) = 0.093; (Diese 5
Fälle hatten einen negativen Nasen-/
Rache... | Folglich hat sich, und das ist das erste Merkmal d...) = 0.093; (Anschließend werden konkrete KI -
Anwendungen kate... | Fünf Tage vor Erkrankungsbeginn von fremdem Kind a...) = 0.093; (Wir vertreten die These, dass die politischen Reak... | Neben kognitiven Fähigkeiten schafft erst eine auf...) = 0.093; (Die Kapitalflucht war oft mit Investitionen im Fin... | Anschließend werden konkrete KI -
Anwendungen kate...) = 0.096"
mixed_text_9,mixed,0.1650,0.0117,24,"(Vielmehr geriet die Regierung Trump vor dem Hinter... | Es gibt noch weitere spezifische Gebiete, die in d...) = 0.510; (Die Karrierewege von Partei- und Staatsfunktionäre... | Alleine , dass KI in erst knapp 6  % 
aller Untern...) = 0.401; (Mittlerweile gibt es genug  Alternativen von unter... | Vielmehr geriet die Regierung Trump vor dem Hinter...) = 0.329; (Eine ausgewogene Balance zwischen Erholung und Bea... | Dementsprechend wären künftige Untersuchungen auch...) = 0.295; (Alleine , dass KI in erst knapp 6  % 
aller Untern... | [38] Ihnen gemein ist, dass die Lichter durch das ...) = 0.201","(Vor allem das vordere Kreuzband weist eine hohe Ve... | In nur einem Jahrzehnt erreichten die Direktinvest...) = 0.093; (In nur einem Jahrzehnt erreichten die Direktinvest... | Der Anteil an positiven PCR-Tests zu
der Gesamtzah...) = 0.093; (Denn sowohl die damals neu gewählte US-Regierung T... | 10 – 40 Verletzungen pro 1000 Spielstunden liegt [...) = 0.093; ([38] Ihnen gemein ist, dass die Lichter durch das ... | Eine ausgewogene Balance zwischen Erholung und Bea...) = 0.093; (Der Anteil an positiven PCR-Tests zu
der Gesamtzah... | Die relative Trennung von Politik und Wirtschaft i...) = 0.094"
mixed_text_10,mixed,0.2047,0.0219,24,"(Im Energiesektor ist die Datenlage aufgrund der No... | Zur Vermeidung von globaler Erwärmung und Einhaltu...) = 0.585; (Die Digitalisierung ist ein fester Bestandteil des... | Grund  dafür ist der Zeitverlust für  Wartungen un...) = 0.507; (Agile Dokumente verfolgen das Optimum -Prinzip , d... | Im Energiesektor ist die Datenlage aufgrund der No...) = 0.475; (Betrachtet man die Kreuzbandverletzungsrate für de... | Diese  Änderungen sind notwendig, um die Anforderu...) = 0.409; (Durch Vorhersagen können Aspekte wie
Ressourcen-Ve... | Hier entstehen Prioritäten für Elemente und  Funkt...) = 0.355","(Die Regierung verhängte daraufhin Ende 2016 neue P... | Die Digitalisierung ist ein fester Bestandteil des...) = 0.093; (Auf der  technischen Seite ist für eine sinnvolle ... | Somit bleibt fraglich, ob sich die Mutter beim Kin...) = 0.093; (Während das zentrale Ziel der US-Politik einer Mar... | Selbstwirksamkeitsüberzeugung, Kontrollüberzeugung...) = 0.095; (Hier entstehen Prioritäten für Elemente und  Funkt... | Die Regierung verhängte daraufhin Ende 2016 neue P...) = 0.097; (Zwar begann der chinesische Staat mit der Going-Gl... | Im  Zuge der Untersuchung der Wahrnehmung werden s...) = 0.097"
mixed_text_11,mixed,0.1492,0.0063,24,"(Folgend wird die Perspektive  einzelner privater K... | Die passive Kniegelenkstabilität ist jedoch nur be...) = 0.372; (Die dritte Phase der chinesischen Internationalisi... | Vielmehr beobachten wir in China eine Hybridität v...) = 0.336; (Das chinesische Modell ist staatsgetrieben, aber h... | Folgend wird die Perspektive  einzelner privater K...) = 0.242; (Das politische System Chinas basiert folglich vor ... | Hierbei muss insbesondere auf das individuelle Lei...) = 0.241; (Als nächste Dokumentart  ist das Anforderungsdokum... | Nur so kann ein Zusammenbruch der  Spannung und so...) = 0.216","(2), einem der Rektoren der Académie Royale.... | Gemessen wurden gegen Reinstwasser....) = 0.092; (Gemessen wurden gegen Reinstwasser.... | Einer konsequenten Ausbehandlung bis zur Wiedererl...) = 0.092; (Abwehrspieler) zu identifizieren.... | Trotz dieser Akzentuierungen herrscht ein weitgehe...) = 0.093; (Hierbei muss insbesondere auf das individuelle Lei... | Neunundzwanzig Kinder mit V. a. COVID-19 wurden st...) = 0.093; (Neunundzwanzig Kinder mit V. a. COVID-19 wurden st... | 2), einem der Rektoren der Académie Royale....) = 0.094"
mixed_text_12,mixed,0.1237,0.0034,24,"(Ein weiterer wichtiger Punkt des Scrum -Projekts i... | Aus der Bearbeitung dieser Fragestellungen könnten...) = 0.298; (Dadurch 
sind enorme Kosteneinsparungspotenziale m... | KI macht Unternehmen und die industrielle Produkti...) = 0.285; (Nach den S & P500 bis 2020 gelisteten Unterneh-
me... | Ein weiterer wichtiger Punkt des Scrum -Projekts i...) = 0.206; (Über die Zeit haben einige Personen versucht eine ... | Sollte der Haushalt noch weitere  Infrastruktur wi...) = 0.195; ([29] Anhand der Häufung von oberitalienischen Zeic... | Dadurch 
sind enorme Kosteneinsparungspotenziale m...) = 0.123","(Auch verfügen Unternehmen nicht immer über eine au... | Klinisch erkrankte niemand aus der Familie....) = 0.092; (Dabei ist der oft chirurgisch wiederhergestellte Z... | Aufgrund der ermittelten Zusammensetzung und Stoff...) = 0.093; (Lange Zeit war hierfür die individuelle Aufstiegse... | Bei dieser Aussage ist davon aus-
zugehen, dass in...) = 0.093; (Klinisch erkrankte niemand aus der Familie.... | Die politischen Gegenreaktionen in den USA und Eur...) = 0.093; (Die politischen Reaktionen der USA und der EU spie... | Davon waren 198
Abstriche (2,6 %) bei 93 Ärzten po...) = 0.093"
mixed_text_13,mixed,0.1650,0.0090,24,"(Hierbei sind, abhängig von der Spielerposition und... | Der am meisten genutzte ist der „Backpropagation-
...) = 0.423; (Im aktuellen Zeitalter sind alle KI -basierten Anw... | Zwischen Wahrnehmung, Realität und dem Messbaren e...) = 0.400; (Mit Eintritt in den Trainingsalltag bzw. zur Präve... | Gleichzeitig muss eine Prüfung vorhandener Tests b...) = 0.305; (Gleichzeitig muss eine Prüfung vorhandener Tests b... | Die Arbeit schließt mit einer  Zusammenfassung und...) = 0.297; (Zwischen Wahrnehmung, Realität und dem Messbaren e... | Somit sollten sowohl auf dem Weg zu einem erfolgre...) = 0.214","(Beide Unternehmen hatten sich zu bedeutenden Wettb... | Hierbei ist es analog zu kommerziellen, aluminiumh...) = 0.093; (Die Regierung verhängte daraufhin Ende 2016 neue P... | Das nicht überwachte Lernen bildet automatisiert e...) = 0.093; (Einer der ersten Deﬁnitionen war folgende: Ein Ges... | Die Regierung verhängte daraufhin Ende 2016 neue P...) = 0.093; (Das nicht überwachte Lernen bildet automatisiert e... | Als Titrant wurde eine 0,01 M NaOH-Lösung in 0,1-m...) = 0.094; (Dieser  Preisverfall vieler erneuerbaren Energien ... | Beide Unternehmen hatten sich zu bedeutenden Wettb...) = 0.094"
mixed_text_14,mixed,0.1180,0.0010,24,"(Die Prädikatenlogik ist zwar gut dafür geeignet Sa... | Diese Publikation stellt eine deskriptive Zwischen...) = 0.212; (Die US-Regierung lastete zunächst dem Telekommunik... | Es ist klar ersichtlich,  was die Unsicherheit der...) = 0.181; (Da nun die Deﬁnition von KI und schon ein paar Eig... | Sobald die Kupfer(II)-Konzentration für eine effek...) = 0.156; (Das chinesische Modell ist staatsgetrieben, aber h... | Die Prädikatenlogik ist zwar gut dafür geeignet Sa...) = 0.148; (So versammelt der nationale Volkskongress in China... | für bis zu 72 – 95 % der Kreuzbandrupturen verantw...) = 0.145","(Ungeachtet der Bedeutung von persönlichen Beziehun... | Zeit spielte bei der wachsenden Auftragslage sowie...) = 0.092; (Zeit spielte bei der wachsenden Auftragslage sowie... | In diesem Raum be-
ﬁndet sich eine Lichtquelle und...) = 0.093; (Der Anteil an positiven PCR-Tests zu der Gesamtzah... | So wird versucht, ein ausgeglichenes Stromnetz für...) = 0.093; (für bis zu 72 – 95 % der Kreuzbandrupturen verantw... | Diesen Trend der
verkürzten Lebensdauer kann man a...) = 0.093; (In diesem Raum be-
ﬁndet sich eine Lichtquelle und... | 1    Im Vergleich zur dritten industriellen Revolu...) = 0.094"
mixed_text_15,mixed,0.1735,0.0223,24,"(Für den Zeitraum bis 2024 wird angenommen, dass si... | Nur so können auffällige Befunde frühzeitig erkann...) = 0.634; (Der erste Schritt des Scrum -Prozesses   ist das A... | Hat man beispielsweise Projekte , in denen überwie...) = 0.479; (Dementsprechend wären künftige Untersuchungen auch... | Eingesetzt wird dieses System um automatisch Aussa...) = 0.426; (Die vorliegende Arbeit beschäftigt sich mit den Au... | Ähnlich wie die USA verfolgt die EU-Kommission neu...) = 0.391; (Bereits seit 2016 wurden gerade in der Halbleiterb... | Nach dem Börsencrash folgten Kapitalabflüsse, die ...) = 0.309","(Ohne diese ist es nicht möglich gute Datenanaly-
s... | 2020; Leutert und Eaton 2021)....) = 0.092; (Dieser Effekt kommt zustande, da zwar einerseits d... | Fünf Tage vor Erkrankungsbeginn von fremdem Kind a...) = 0.093; (Dabei handelt es sich um eine nichtinvasive Method... | Mit dem Argument, die nationale Sicherheit schütze...) = 0.093; (Diese hatten jeweils Vorerkrankungen [6].... | Dieser Effekt kommt zustande, da zwar einerseits d...) = 0.094; (2), einem der Rektoren der Académie Royale.... | Im Kern verschärft die neue Strategie Maßnahmen un...) = 0.094"
mixed_text_16,mixed,0.1609,0.0149,24,"(Eine Kategorie der KI ist die wissensbasierte KI.... | Auf den mathematischen Unterschied zwischen Aussag...) = 0.583; (Im Folgenden
sind einige Fallbeispiele aufgeführt;... | Beispielsweise verfügt das  Projekt nicht über gen...) = 0.442; (Ein positives Ethikvotum der Universität Witten/He... | Das politische System Chinas basiert folglich vor ...) = 0.273; (Doch was bedeutet möglichst schnell wieder zurückk... | Im Folgenden
sind einige Fallbeispiele aufgeführt;...) = 0.268; (Normalerweise gibt es eine Eingabe Schicht von Neu... | Hierfür findet ein schrittweises Verfahren 
Anwend...) = 0.267","(Die Software benutzt statistisches ML um übersetze... | Solche Nicht-Kontakt-Verletzungen sind nach Stoffe...) = 0.093; (Solche Nicht-Kontakt-Verletzungen sind nach Stoffe... | Dies wäre ein über zehnfacher Anstieg gegenüber 20...) = 0.093; (Freizeitsport, Angriffsspieler vs.... | Ein positives Ethikvotum der Universität Witten/He...) = 0.093; (Deshalb ist eine Eigenschaft, dass das Problem was... | Kraft und Schnelligkeit zur Beurteilung der funkti...) = 0.094; (An der Fallzahlerfassung beteiligten sich bisher 5... | Doch was bedeutet möglichst schnell wieder zurückk...) = 0.094"
mixed_text_17,mixed,0.1848,0.0177,24,"(Hierbei konzentrieren
wir uns auf eine bestimmte A... | Auch die Software AG verfolgt hierbei einen herste...) = 0.575; (Der  Fokus richtet sich auf die Konvertierung der ... | Zu den allgemeinen  Informationen in diesem Dokume...) = 0.497; (Deswegen nutzen bzw. wollen 70% der deutschen Unte... | Hierbei konzentrieren
wir uns auf eine bestimmte A...) = 0.469; (Auch die Software AG verfolgt hierbei einen herste... | Die Erweiterung der  Datenerfassung ist wichtig we...) = 0.265; (Die Erweiterung der  Datenerfassung ist wichtig we... | Sie sind  agil sobald sie den Stakeholder Return o...) = 0.236","(Zusätzlich versucht die Biden-Administration, sich... | KI ist nicht darauf beschränkt, dass sie auf einen...) = 0.093; (Bei der Laugung oxidiert Cu2+ das elementare Kupfe... | Eine solche Evaluation bedarf mehrerer konsekutive...) = 0.094; (Im Zentrum standen Forderungen nach einer Marktöff... | Neben bereits erfolgten Untersuchungen zu Verletzu...) = 0.096; (Neben bereits erfolgten Untersuchungen zu Verletzu... | Auch die EU richtet seit 2019 seine Beziehungen mi...) = 0.096; (Zu den allgemeinen  Informationen in diesem Dokume... | Vollständige Genesung
nach einer Woche....) = 0.098"
mixed_text_18,mixed,0.2177,0.0198,24,"(Die Diversität an Geschäftsmodellen der Industrie ... | Dabei baut die Regierung Biden auf einige Traditio...) = 0.589; (Alleine , dass KI in erst knapp 6  % 
aller Untern... | Da Übersetzungen aber noch zu den Kategorien gehör...) = 0.520; (Der wichtigste Einsatzbereich
für deutsche Unterne... | Betrachtet man die Kreuzbandverletzungsrate für de...) = 0.490; (Es gibt noch viele Abweichungen und Probleme bei d... | Darüber hinaus ist 
jedes KI -Modell in seiner Per...) = 0.364; (Diese ist die stärkste Form der KI.... | Die Diversität an Geschäftsmodellen der Industrie ...) = 0.286",(Hohe Exportüberschüsse trugen zur Erwirtschaftung ... | Es gibt noch viele Abweichungen und Probleme bei d...) = 0.094; (Durch die Ausweitung des Marktes hätten viele Mens... | Dafür kann man sich als Vergleich eine Chatbot-KI ...) = 0.094; (Wann die Forschung und Technologie dafür bereit se... | Keine weiteren angesteckten Familienmitglieder....) = 0.095; (In einer Übersichtsarbeit von Ardern und Kollegen ... | Die politischen Reaktionen der USA und der EU spie...) = 0.095; (Keine weiteren angesteckten Familienmitglieder.... | Die erhobenen Daten können muskuläre Ungleichgewic...) = 0.095
mixed_text_19,mixed,0.1568,0.0170,24,"(Durch KI lassen sich Produkte und Dienstleistungen... | Oft wird KI zur Automatisierung von Prozessen genu...) = 0.718; (Um diese zu erzielen 
benötigen die Trainer einer ... | Anschließend werden konkrete KI Anwendungen katego...) = 0.305; (Da wir nun wissen was künstliche Intelligenz ist, ... | Für 2014 bis 2017 lassen sich 64 % der chinesische...) = 0.285; (Die Regulierungsinitiativen in den USA und der EU ... | Vergleichsuntersuchungen haben gezeigt, dass das h...) = 0.197; (Oft wird KI zur Automatisierung von Prozessen genu... | Bei einer Verwendung als Flockungsmittel in der Ab...) = 0.196","(Mit der dualen Zirkulationsstrategie steht nun die... | Ein weiteres Beispiel ist eine  Person, die  an de...) = 0.093; (Bei einer Verwendung als Flockungsmittel in der Ab... | Die Messkonzentration betrug 5–7 % (42–44 PIDS), d...) = 0.093; (Schnelltests wurden von 39 KJÄ
genannt: entweder I... | Mit der dualen Zirkulationsstrategie steht nun die...) = 0.093; (Die Messkonzentration betrug 5–7 % (42–44 PIDS), d... | Die zentrale Motivation bestand in der Sicherung v...) = 0.095; (Vergleichsuntersuchungen haben gezeigt, dass das h... | Letzterer führte für das 17. Jahrhundert in Englan...) = 0.096"
mixed_text_20,mixed,0.1584,0.0150,24,"(Die Plattform  Watson Open Scale von IBM ist eine ... | Wir stellen zunächst mit Bezug zur Vergleichenden ...) = 0.532; (Die  Produkt -Vision wird in sogenannte Story Card... | Zur Untersuchung der Gelenkfunktion wird empfohlen...) = 0.454; (Viele Produkte und Dienstleistungen, welche auf ma... | Da eine Person alleine diese Rolle übernimmt, ist ...) = 0.440; (Henke, Schulz und Wilke geben in ihrer Untersuchun... | Die Plattform  Watson Open Scale von IBM ist eine ...) = 0.174; (doppelt so häufig betroffen sind [14].... | Viele Produkte und Dienstleistungen, welche auf ma...) = 0.164",(Eine solche Evaluation bedarf mehrerer konsekutive... | Fünfjahresplan (2021–2025) aufgenommen wurde....) = 0.092; (Als Folge blieben die chinesischen Investitionsbes... | Bei dem Konzept sollen spezielle Übungen in das re...) = 0.093; (Bei dem Konzept sollen spezielle Übungen in das re... | Denn die stets gefährdete Haftung der Farbpartikel...) = 0.093; (Fünfjahresplan (2021–2025) aufgenommen wurde.... | Die USA waren seit dem Zweiten Weltkrieg die unums...) = 0.094; (Etwa 10 mg Probe wurden in einen 150-µL-Aluminiumo... | Bei der Laugung oxidiert Cu2+ das elementare Kupfe...) = 0.094
